"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Tripura",2009,"Rice",245538,640010,38259731.16,41741.46,2.5225,2004.2,"North-east"
"Uttar Pradesh",2009,"Rice",5172741,10776504,806016502.6,879365.97,2.069859155,585.8,"North"
"West Bengal",2009,"Rice",5630095,14340605,877281402.94,957116.15,2.41037037033333,1317.2,"East"
"Himachal Pradesh",2009,"Rice",76186,105787,11871302.52,12951.62,1.484545455,969.9,"North"
"Jammu and Kashmir",2009,"Rice",259892,500880,40496371.44,44181.64,1.859,751.7,"North"
"Bihar",2009,"Rice",3124030,3640210,486786354.64,531085.1,1.167758772,889.3,"East"
"Uttarakhand",2009,"Rice",284383,591016,44312559.06,48345.11,2.231923077,847.8,"North"
"Jharkhand",2009,"Rice",983049,592478,153178695.14,167118.33,0.5507336955,996.1,"East"
"Arunachal Pradesh",2009,"Rice",121468,143893,18927143.76,20649.56,1.12,1701.9,"North-east"
"Goa",2009,"Rice",47104,100605,7339745.28,8007.68,2.2325,3334.9,"West"
"Sikkim",2009,"Rice",12270,20930,1911911.4,2085.9,1.595,2176.6,"North-east"
"Andhra Pradesh",2010,"Rice",4751309,14419313,789239938,1140314.16,2.9963636365,1297,"South"
"Assam",2010,"Rice",2537455,5032529,421496650.03,608989.2,1.85790123466667,2578.5,"North-east"
"Chhattisgarh",2010,"Rice",3937796,6637737,654107293.6,945071.04,1.702222222,1283.1,"Central"
"Delhi",2010,"Rice",6848,19083,1137521.28,1643.52,2.79,989.5,"North"
"Gujarat",2010,"Rice",808100,1665800,134233491,193944,2.407638889,1107.5,"West"
"Haryana",2010,"Rice",1243281,3465000,206521406.9,298387.44,2.561428571,639.2,"North"
"Karnataka",2010,"Rice",1539066,4473972,255654253.22,369375.84,2.75268253966667,1317.7,"South"
"Kerala",2010,"Rice",213186.5,522738,35412409.509,51164.76,2.30635531133333,3131.8,"South"
"Madhya Pradesh",2010,"Rice",1573535,1766596,261379898.8,377648.4,1.211666667,856.3,"Central"
"Maharashtra",2010,"Rice",1515700,2690900,251772927,363768,1.8502444445,1389,"West"
"Manipur",2010,"Rice",212680,480240,35328274.8,51043.2,1.945555556,2160.5,"North-east"
"Meghalaya",2010,"Rice",108285,207021,17987221.35,25988.4,1.811904762,3119.7,"North-east"
"Mizoram",2010,"Rice",40692,47202,6759348.12,9766.08,1.09375,2738.7,"North-east"
"Nagaland",2010,"Rice",181390,381360,30130692.9,43533.6,2.215909091,1771.8,"North-east"
"Odisha",2010,"Rice",4226000,6824000,701980860,1014240,1.558347619,1291.9,"East"
"Puducherry",2010,"Rice",20014,51960,3324525.54,4803.36,2.94,1434.5875,"South"
"Punjab",2010,"Rice",2831000,10837000,470257410,679440,3.834,392.7,"North"
"Tamil Nadu",2010,"Rice",1905726,5792415,316560145.9,457374.24,3.597419355,1095.2,"South"
"Telangana",2010,"Rice",4751309,14419313,789239938,1140314.16,2.9963636365,1297,"South"
"Tripura",2010,"Rice",264558,702473,43945729.38,63493.92,2.5725,2348.3,"North-east"
"Uttar Pradesh",2010,"Rice",5657070,11992299,939695897.71,1357696.8,2.0425694445,742.6,"North"
"West Bengal",2010,"Rice",4944146,13389610,821272092.02,1186595.04,2.56425925933333,1096,"East"
"Himachal Pradesh",2010,"Rice",75426,110238,12529012.86,18102.24,1.561818182,1319.8,"North"
"Jammu and Kashmir",2010,"Rice",261347,507404,43412350.17,62723.28,1.874,1352,"North"
"Bihar",2010,"Rice",2845368,3112618,472644078.43,682888.32,1.24225668333333,629.2,"East"
"Uttarakhand",2010,"Rice",285693,545586,47456464.23,68566.32,1.8953846155,1419,"North"
"Jharkhand",2010,"Rice",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2010,"Rice",121570,155993,20193992.7,29176.8,1.219375,2574.1,"North-east"
"Goa",2010,"Rice",46612,114994,7742719.32,11186.88,2.515,4193.3,"West"
"Sikkim",2010,"Rice",12140,20973,2016575.4,2913.6,1.6225,2527,"North-east"
"Andhra Pradesh",2011,"Rice",4095848,12891792,686136457,1351629.84,2.9704545455,861.9,"South"
"Assam",2011,"Rice",2545706,4715678,426456669.1,840082.98,1.851723647,1743.4,"North-east"
"Chhattisgarh",2011,"Rice",3939826,6300825,659999651.5,1300142.58,1.527777778,1302.7,"Central"
"Delhi",2011,"Rice",7248,20198,1214184.96,2391.84,2.79,641.3954545,"North"
"Gujarat",2011,"Rice",835500,1789700,139962960,275715,2.5369444445,890.5,"West"
"Haryana",2011,"Rice",1234094,3574300,206735426.9,407251.02,2.63047619,471.5409091,"North"
"Karnataka",2011,"Rice",1416135,4181619,237230935.2,467324.55,2.67075901866667,1178.986364,"South"
"Kerala",2011,"Rice",208159.74,568993,34870919.645,68692.7142,2.475989011,3035.1,"South"
"Madhya Pradesh",2011,"Rice",1693231,2273045,283650057.1,558766.23,1.400416667,852.6,"Central"
"Maharashtra",2011,"Rice",1544200,2848900,258684384,509586,1.8737103175,1174.095455,"West"
"Manipur",2011,"Rice",223670,591000,37469198.4,73811.1,2.34,1533.561905,"North-east"
"Meghalaya",2011,"Rice",108875,222731,18238740,35928.75,1.83047619033333,4083.104545,"North-east"
"Mizoram",2011,"Rice",38976,52895,6529259.52,12862.08,1.81666666666667,2439.340909,"North-east"
"Nagaland",2011,"Rice",181580,382380,30418281.6,59921.4,2.1945454545,1544.354545,"North-east"
"Odisha",2011,"Rice",4005000,5806000,670917600,1321650,1.52308212533333,1346.2,"East"
"Puducherry",2011,"Rice",16576,42114,2776811.52,5470.08,2.797777778,1434.5875,"South"
"Punjab",2011,"Rice",2818000,10542000,472071360,929940,3.7495,705.2,"North"
"Tamil Nadu",2011,"Rice",1903772,7458657,318919885.4,628244.76,4.226451613,926.5,"South"
"Telangana",2011,"Rice",4095848,12891792,686136457,1351629.84,2.9704545455,861.9,"South"
"Tripura",2011,"Rice",265999,718304,44560152.48,87779.67,2.63,2295.609091,"North-east"
"Uttar Pradesh",2011,"Rice",5946285,14022392,996121663.24,1962274.05,2.3151767675,777.4,"North"
"West Bengal",2011,"Rice",5433700,14605766,910253424.02,1793121,2.52759259266667,1686.5,"East"
"Himachal Pradesh",2011,"Rice",75043,108648,12571203.36,24764.19,1.545454545,1108.3,"North"
"Jammu and Kashmir",2011,"Rice",262169,544396,43918550.88,86515.77,2.0225,887.6,"North"
"Bihar",2011,"Rice",3350936,8237971,561348798.74,1105808.88,1.92484787233333,1097.1,"East"
"Uttarakhand",2011,"Rice",274999,589764,46067832.48,90749.67,2.4973076925,1564.7,"North"
"Jharkhand",2011,"Rice",982701,1376324,164622071.48,324291.33,1.1729528985,1374.7,"East"
"Arunachal Pradesh",2011,"Rice",123500,159543,20688720,40755,1.21875,2193.7,"North-east"
"Goa",2011,"Rice",47237,121991,7913142.24,15588.21,2.5975,3340.395455,"West"
"Sikkim",2011,"Rice",12070,20880,2021966.4,3983.1,1.6225,2585.486364,"North-east"
"Andhra Pradesh",2012,"Rice",3628000,11511000,547102400,1124680,3.1065909095,968.7,"South"
"Assam",2012,"Rice",2484728,5120052,374696982.4,770265.68,2.01092345666667,2167.5,"North-east"
"Chhattisgarh",2012,"Rice",3982172,7848401,600511537.6,1234473.32,1.91962963,1366.8,"Central"
"Delhi",2012,"Rice",6068,19768,915054.4,1881.08,3.26,451.9,"North"
"Gujarat",2012,"Rice",701100,1497300,105725880,217341,2.4615,460.6,"West"
"Haryana",2012,"Rice",1206255,3941000,181903254,373939.05,3.041,307.9,"North"
"Karnataka",2012,"Rice",1278915,3364379,192860382,396463.65,2.52024216533333,956.2,"South"
"Kerala",2012,"Rice",197277,508299,29749371.6,61155.87,2.41571428566667,2187.6,"South"
"Madhya Pradesh",2012,"Rice",1791157,3106146,270106475.6,555258.67,1.631041667,1049.5,"Central"
"Maharashtra",2012,"Rice",1559000,3078040,235097200,483290,1.848076923,1003.4,"West"
"Manipur",2012,"Rice",122690,257580,18501652,38033.9,1.937777778,1176.7,"North-east"
"Meghalaya",2012,"Rice",109751,265653,16550450.8,34022.81,2.16047619066667,2945.3,"North-east"
"Mizoram",2012,"Rice",39342,57700,5932773.6,12196.02,1.91333333333333,2050.2,"North-east"
"Nagaland",2012,"Rice",183330,405180,27646164,56832.3,2.335,1296.6,"North-east"
"Odisha",2012,"Rice",12378000,9496000,1866602400,3837180,1.376,1430.2,"East"
"Puducherry",2012,"Rice",16281,46519,2455174.8,5047.11,2.95,1098.3,"South"
"Punjab",2012,"Rice",2849000,11390000,429629200,883190,3.923636364,338.9,"North"
"Tamil Nadu",2012,"Rice",1493276,4050334,225186020.8,462915.56,3.293225806,706.8,"South"
"Telangana",2012,"Rice",3628000,11511000,547102400,1124680,3.1065909095,968.7,"South"
"Tripura",2012,"Rice",254743,713222,38415244.4,78970.33,2.78,1882.2,"North-east"
"Uttar Pradesh",2012,"Rice",5861282,14415939,883881325.6,1816997.42,2.4219809525,746.3,"North"
"West Bengal",2012,"Rice",5444318,14946735,821003154.4,1687738.58,2.665185185,1566,"East"
"Himachal Pradesh",2012,"Rice",75380,111252,11367304,23367.8,1.577272727,1035,"North"
"Jammu and Kashmir",2012,"Rice",261663,545186,39458780.4,81115.53,1.8875,1116.7,"North"
"Bihar",2012,"Rice",3298887,8322010,497472159.6,1022654.97,2.23592493233333,924.1,"East"
"Uttarakhand",2012,"Rice",269237,606891,40600939.6,83463.47,2.4803846155,1309.8,"North"
"Jharkhand",2012,"Rice",1091071,1422489,164533506.8,338232.01,1.0498188405,1102,"East"
"Arunachal Pradesh",2012,"Rice",126085,174662,19013618,39086.35,1.308125,2760.7,"North-east"
"Goa",2012,"Rice",45830,122821,6911164,14207.3,2.72,3048.9,"West"
"Sikkim",2012,"Rice",11920,21340,1797536,3695.2,1.7175,3006.9,"North-east"
"Andhra Pradesh",2013,"Rice",2583440,7993425,373281245.7,697528.8,3.0619230765,1062.3,"South"
"Assam",2013,"Rice",2503201,5193379,361687512.46,675864.27,2.008271605,1797.7,"North-east"
"Chhattisgarh",2013,"Rice",3987721,7102729,576185807.3,1076684.67,1.75037037,1418.3,"Central"
"Delhi",2013,"Rice",6068,19768,876765.32,1638.36,3.26,706.8,"North"
"Gujarat",2013,"Rice",820399,1778090,118539451.51,221507.73,2.5365240645,1006.5,"West"
"Haryana",2013,"Rice",1244000,4041000,179745560,335880,3.112,452.2,"North"
"Karnataka",2013,"Rice",1340035,4052599,193621657.16,361809.45,2.787154321,1235.6,"South"
"Kerala",2013,"Rice",199611,564325,28841793.39,53894.97,2.53230769233333,3255.4,"South"
"Madhya Pradesh",2013,"Rice",1881546,3321724,271864581.5,508017.42,1.410204082,1451.4,"Central"
"Maharashtra",2013,"Rice",1604900,3108290,231892001,433323,1.9296666665,1409.8,"West"
"Manipur",2013,"Rice",222800,597670,32192372,60156,2.354444444,1428.8,"North-east"
"Meghalaya",2013,"Rice",82437,218701,11911322.13,22257.99,2.36116883133333,2448.4,"North-east"
"Mizoram",2013,"Rice",38803,58994,5606645.47,10476.81,1.640138889,1848.8,"North-east"
"Nagaland",2013,"Rice",189480,429640,27377965.2,51159.6,2.4184848485,1350.9,"North-east"
"Odisha",2013,"Rice",4180000,7610000,603968200,1128600,2.002502564,1632.4,"East"
"Puducherry",2013,"Rice",15822,49792,2286120.78,4271.94,3.29555555566667,1083.2,"South"
"Punjab",2013,"Rice",2851000,11267000,411940990,769770,3.834090909,586.6,"North"
"Tamil Nadu",2013,"Rice",1725730,7115195,249350727.7,465947.1,4.491935484,740.9,"South"
"Telangana",2013,"Rice",4577877,14574515,661457447.9,1236026.79,3.1106837605,1205.5,"South"
"Tripura",2013,"Rice",254254,711831,36737160.46,68648.58,2.775,2043.5,"North-east"
"Uttar Pradesh",2013,"Rice",5982369,14635836,864392496.77,1615239.63,2.437590476,995.2,"North"
"West Bengal",2013,"Rice",5513687,15376869,796672634.64,1488695.49,2.66870370366667,1939.9,"East"
"Himachal Pradesh",2013,"Rice",73139,106899,10567854.11,19747.53,1.565454545,1216.9,"North"
"Jammu and Kashmir",2013,"Rice",0,0,0,0,0,0,"North"
"Bihar",2013,"Rice",3150814,6649589,455261114.89,850719.78,1.90433333333333,1069.9,"East"
"Uttarakhand",2013,"Rice",259379,593068,37477671.71,70032.33,2.5447435895,1735.4,"North"
"Jharkhand",2013,"Rice",1087141,1498321,157081003.12,293528.07,1.138432971,1253.6,"East"
"Arunachal Pradesh",2013,"Rice",131989,184104,19071090.61,35637.03,1.300588235,2042.9,"North-east"
"Goa",2013,"Rice",42820,126511,6187061.8,11561.4,3.0125,3642.6,"West"
"Sikkim",2013,"Rice",11158,20260,1612219.42,3012.66,1.76,2567.6,"North-east"
"Andhra Pradesh",2014,"Rice",2393955,8455584,361391446.8,790005.15,3.3630769235,687.6,"South"
"Assam",2014,"Rice",2495297,5222645,376690035.16,823448.01,2.04077872733333,1899,"North-east"
"Chhattisgarh",2014,"Rice",4035700,7977746,609229272,1331781,1.92962963,1274.7,"Central"
"Delhi",2014,"Rice",6035,17269,911043.6,1991.55,2.86,416.4,"North"
"Gujarat",2014,"Rice",794443,1771583,119929115.28,262166.19,2.505767544,605.6,"West"
"Haryana",2014,"Rice",1277000,3989000,192775920,421410,2.9465,301.3,"North"
"Karnataka",2014,"Rice",1326535,4027747,200253723.6,437756.55,2.71939316233333,1238.5,"South"
"Kerala",2014,"Rice",198159,562092,29914082.64,65392.47,2.50584249066667,3046.4,"South"
"Madhya Pradesh",2014,"Rice",2057000,3522660,310524720,678810,1.663488372,891.2,"Central"
"Maharashtra",2014,"Rice",1551200,2946600,234169152,511896,1.915075,1001.6,"West"
"Manipur",2014,"Rice",224380,501980,33872404.8,74045.4,2.073333333,987.5,"North-east"
"Meghalaya",2014,"Rice",110323,298238,16654360.08,36406.59,2.44393939366667,3484.4,"North-east"
"Mizoram",2014,"Rice",36930,60679,5574952.8,12186.9,1.83152777766667,2029.9,"North-east"
"Nagaland",2014,"Rice",195240,454190,29473430.4,64429.2,2.472121212,1333.3,"North-east"
"Odisha",2014,"Rice",4166000,9840000,628899360,1374780,2.1995,1536.9,"East"
"Puducherry",2014,"Rice",16654,52717,2514087.84,5495.82,3.35444444466667,1330,"South"
"Punjab",2014,"Rice",2894000,11107000,436878240,955020,3.728181818,382.7,"North"
"Tamil Nadu",2014,"Rice",1794991,7949437,270971841.4,592347.03,4.730322581,911.3,"South"
"Telangana",2014,"Rice",1415420,4544982,213671803.18,467088.6,3.1455555555,746.4,"South"
"Tripura",2014,"Rice",257273,746954,38837932.08,84900.09,2.885,2015.7,"North-east"
"Uttar Pradesh",2014,"Rice",5871976,13316967,886433496.92,1937752.08,2.312312121,616.4,"North"
"West Bengal",2014,"Rice",5526511,15927196,834282100.54,1823748.63,2.82370370366667,1483.5,"East"
"Himachal Pradesh",2014,"Rice",72380,116365,10926484.8,23885.4,1.72,1019.9,"North"
"Jammu and Kashmir",2014,"Rice",275861,344823,41643976.56,91034.13,1.098947368,1278.4,"North"
"Bihar",2014,"Rice",3263374,8241624,492638939.08,1076913.42,2.11199779366667,1061,"East"
"Uttarakhand",2014,"Rice",260092,600860,39263488.32,85830.36,2.444230769,1287.4,"North"
"Jharkhand",2014,"Rice",989002,1392782,149299741.94,326370.66,1.2133333335,1156.6,"East"
"Arunachal Pradesh",2014,"Rice",127200,189992,19202112,41976,1.447058824,2403.2,"North-east"
"Goa",2014,"Rice",41970,120505,6335791.2,13850.1,2.85,3491.2,"West"
"Sikkim",2014,"Rice",11040,20070,1666598.4,3643.2,1.76,2627,"North-east"
"Andhra Pradesh",2015,"Rice",2160795,7518271,341211138.4,713062.35,3.381538462,940.7,"South"
"Assam",2015,"Rice",2484987,5125104,392404297.14,820045.71,1.95096391266667,2155.3,"North-east"
"Chhattisgarh",2015,"Rice",3959746,5154328,625283490.9,1306716.18,1.21962963,1136,"Central"
"Delhi",2015,"Rice",5884,16837,929142.44,1941.72,2.86,757.7,"North"
"Gujarat",2015,"Rice",774182,1691864,122251079.6,255480.06,2.5485281385,584.3,"West"
"Haryana",2015,"Rice",1353000,4142000,213652230,446490,2.963,426.8,"North"
"Karnataka",2015,"Rice",1110045,3020613,175287205.9,366314.85,2.58928815633333,1024.9,"South"
"Kerala",2015,"Rice",196870,549275,31087741.7,64967.1,2.45613553133333,2602.9,"South"
"Madhya Pradesh",2015,"Rice",2027000,3546790,320083570,668910,1.701904762,1000.7,"Central"
"Maharashtra",2015,"Rice",1502800,2593100,237307148,495924,1.936736111,875.7,"West"
"Manipur",2015,"Rice",237000,508140,37424670,78210,1.876666667,1329.1,"North-east"
"Meghalaya",2015,"Rice",110455,301076,17441949.05,36450.15,2.48545454533333,3870.8,"North-east"
"Mizoram",2015,"Rice",37153,62089,5866830.23,12260.49,1.96625,2310.8,"North-east"
"Nagaland",2015,"Rice",181310,439460,28630662.1,59832.3,2.5566666665,1308.3,"North-east"
"Odisha",2015,"Rice",3942000,5874000,622481220,1300860,1.633780303,1210.1,"East"
"Puducherry",2015,"Rice",16263,43886,2568090.33,5366.79,2.32277777766667,1980.6,"South"
"Punjab",2015,"Rice",2975000,11823000,469782250,981750,3.923181818,512.6,"North"
"Tamil Nadu",2015,"Rice",2000212,7374681,315853476.9,660069.96,4.061290323,1201.9,"South"
"Telangana",2015,"Rice",1046188,3047289,165203547.05,345242.04,2.803888889,747.9,"South"
"Tripura",2015,"Rice",269793,794848,42603012.63,89031.69,2.970625,2334.4,"North-east"
"Uttar Pradesh",2015,"Rice",5862040,12501160,925674736.35,1934473.2,2.1955666665,596.7,"North"
"West Bengal",2015,"Rice",5523955,15948254,872287734.1,1822905.15,2.76851851866667,1717,"East"
"Himachal Pradesh",2015,"Rice",71614,114670,11308566.74,23632.62,1.612727273,1223.2,"North"
"Jammu and Kashmir",2015,"Rice",304503,646362,48084068.73,100485.99,2.05,1572.6,"North"
"Bihar",2015,"Rice",3232314,6802216,510414703.74,1066663.62,2.01384294066667,874,"East"
"Uttarakhand",2015,"Rice",265206,641892,41878679.46,87517.98,2.8026923075,1247.6,"North"
"Jharkhand",2015,"Rice",1162489,762245,183568637.96,383621.37,0.634728261,1085.6,"East"
"Arunachal Pradesh",2015,"Rice",128800,204001,20338808,42504,2.0875,2593.2,"North-east"
"Goa",2015,"Rice",41344,115068,6528631.04,13643.52,2.795,2587.1,"West"
"Sikkim",2015,"Rice",10669,19687,1684741.79,3520.77,1.7925,2949.1,"North-east"
"Andhra Pradesh",2016,"Rice",2105019,8002337,322594161.75,736756.65,3.544615385,890,"South"
"Assam",2016,"Rice",2467136,5127435,378088592,863497.6,1.93818138666667,2296.8,"North-east"
"Chhattisgarh",2016,"Rice",4052587,8793273,621058957.8,1418405.45,2.076666667,1298.9,"Central"
"Delhi",2016,"Rice",5973,17260,915362.25,2090.55,2.89,747.1,"North"
"Gujarat",2016,"Rice",847610,1988471,129896232.55,296663.5,2.6039166665,710.5,"West"
"Haryana",2016,"Rice",1384700,4451000,212205275,484645,2.9505,554.7,"North"
"Karnataka",2016,"Rice",1034543,2874206,158543714.8,362090.05,2.635897436,1147.2,"South"
"Kerala",2016,"Rice",171398,436483,26266743.5,59989.3,2.387014652,2924.3,"South"
"Madhya Pradesh",2016,"Rice",2260000,5400540,346345000,791000,2.040294118,1048.4,"Central"
"Maharashtra",2016,"Rice",1535370,3580921,235295452.5,537379.5,2.0168055555,1151.1,"West"
"Manipur",2016,"Rice",244000,645600,37393000,85400,2.313333333,2039.8,"North-east"
"Meghalaya",2016,"Rice",111178,304518,17038028.5,38912.3,2.49515151533333,3837.1,"North-east"
"Mizoram",2016,"Rice",36858,61516,5648488.5,12900.3,1.88458333333333,2626.8,"North-east"
"Nagaland",2016,"Rice",206660,505060,31670645,72331,2.590909091,1959.8,"North-east"
"Odisha",2016,"Rice",3962780,9794310,607296035,1386973,2.24413580233333,1460.5,"East"
"Puducherry",2016,"Rice",16205,52164,2483416.25,5671.75,3.07055555566667,1391.3,"South"
"Punjab",2016,"Rice",3046000,12638000,466799500,1066100,4.066818182,635.9,"North"
"Tamil Nadu",2016,"Rice",1442841,3554113,221115383.3,504994.35,3.068387097,912.4,"South"
"Telangana",2016,"Rice",1828574,6599079,280228965.6,640000.9,3.4073333335,942.6,"South"
"Tripura",2016,"Rice",277106,814644,42466494.5,96987.1,2.45125,2475.3,"North-east"
"Uttar Pradesh",2016,"Rice",5991708,14470352,918229251.05,2097097.8,2.4254588235,965.3,"North"
"West Bengal",2016,"Rice",5396854,15644574,827067875.6,1888898.9,2.80981962466667,1795.8,"East"
"Himachal Pradesh",2016,"Rice",70855,103557,10858528.75,24799.25,1.559090909,1373.9,"North"
"Jammu and Kashmir",2016,"Rice",283443,572213,43437639.75,99205.05,2.0255,902.8,"North"
"Bihar",2016,"Rice",3339777,8238773,511820825.3,1168921.95,2.26684660366667,1205.6,"East"
"Uttarakhand",2016,"Rice",266201,638297,40795303.25,93170.35,2.7746153845,1580.9,"North"
"Jharkhand",2016,"Rice",1342058,2775029,205670388.55,469720.3,1.5818333335,1296.3,"East"
"Arunachal Pradesh",2016,"Rice",131000,220000,20075750,45850,1.606,2933.7,"North-east"
"Goa",2016,"Rice",40823,113227,6256124.75,14288.05,2.77,3266.9,"West"
"Sikkim",2016,"Rice",10481,19453,1606213.25,3668.35,1.8075,2971.6,"North-east"
"Andhra Pradesh",2017,"Rice",2218186,8461342,349231203.8,842910.68,3.568846154,868.2,"South"
"Assam",2017,"Rice",2433711,5283713,383163459.82,924810.18,2.06215574566667,2098.563636,"North-east"
"Chhattisgarh",2017,"Rice",3976626,5749044,626079997.4,1511117.88,1.386296296,1124.5,"Central"
"Delhi",2017,"Rice",5854,16837,921653.76,2224.52,2.88,533.7,"North"
"Gujarat",2017,"Rice",855290,1889809,134656857.64,325010.2,2.3476785715,814.8,"West"
"Haryana",2017,"Rice",1422100,4880000,223895424,540398,3.096190476,417.1,"North"
"Karnataka",2017,"Rice",992925,2907471,156326112.02,377311.5,2.912260209,1111.7,"South"
"Kerala",2017,"Rice",189086,521310,29769699.84,71852.68,2.47827838866667,2664.8,"South"
"Madhya Pradesh",2017,"Rice",2035140,4899058,320412441.6,773353.2,1.8860915035,800,"Central"
"Maharashtra",2017,"Rice",1450943,2730800,228436465.92,551358.34,2.086875,1129.5,"West"
"Manipur",2017,"Rice",236710,607820,37267622.4,89949.8,2.18,1780,"North-east"
"Meghalaya",2017,"Rice",111141,304548,17498039.04,42233.58,2.496060606,4472.3,"North-east"
"Mizoram",2017,"Rice",36114.2,59607,5685819.648,13723.396,1.81083333333333,3865.8,"North-east"
